LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate,System,VariableTemplate,OID,LOI,OBN,TID,SID,TDA,CRS,OBA,STC,OTP
1407,-,1126969026,2005.09.17,UNKNOWN_LOCATION,2005-09-17-07.57.06.422022,UNKNOWN_LOCATION,,DISCOVERY,INFO,Ido chip status changed: FF:F2:9F:15:7B:E0:00:0D:60:EA:84:1F ip=10.7.0.130 v=13 t=1 status=M Sat Sep 17 07:49:04 PDT 2005,BGL_E73,Ido chip status changed: <*> ip=<*> v=<*> t=<*> status=M <*>,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1408,-,1126979315,2005.09.17,R76-M1-N8,2005-09-17-10.48.35.944995,R76-M1-N8,,DISCOVERY,ERROR,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The 2.5 volt rail is OK. The 1.5 volt rail is OK.,BGL_E92,Node card status: no ALERTs are active. Clock Mode is Low. Clock Select is Midplane. Phy JTAG Reset is asserted. ASIC JTAG Reset is asserted. Temperature Mask is not active. No temperature error. Temperature Limit Error Latch is clear. PGOOD IS NOT ASSERTED. PGOOD ERROR LATCH IS ACTIVE. MPGOOD IS NOT OK. MPGOOD ERROR LATCH IS ACTIVE. The <*> volt rail is OK. The <*> volt rail is OK.,BGL,O O O O O O O O O O O O OID,1,0,0,0,0,0,0,0,0,0
1442,-,1127248870,2005.09.20,,2005-09-20-13.41.10.218619,,RAS,MMCS,ERROR,"idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",BGL_E74,"idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)",BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1448,-,1127264516,2005.09.20,R05-M0-N1-C:J06-U11,2005-09-20-18.01.56.398119,R05-M0-N1-C:J06-U11,RAS,KERNEL,FATAL,rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007,BGL_E110,rts: bad message header: expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1469,-,1128027755,2005.09.29,R03-M1-ND-C:J14-U01,2005-09-29-14.02.35.872055,R03-M1-ND-C:J14-U01,RAS,KERNEL,INFO,critical input interrupt (unit=0x0b bit=0x06): warning for torus y+ wire,BGL_E44,critical input interrupt (unit=<*> bit=<*>): warning for torus y+ wire,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1495,-,1129271439,2005.10.13,R06-M1-NA-C:J08-U11,2005-10-13-23.30.39.273604,R06-M1-NA-C:J08-U11,RAS,KERNEL,INFO,suppressing further interrupts of same type,BGL_E117,suppressing further interrupts of same type,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1502,APPSEV,1129501476,2005.10.16,R71-M1-N0-I:J18-U01,2005-10-16-15.24.36.889002,R71-M1-N0-I:J18-U01,RAS,APP,FATAL,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:47696: Link has been severed,BGL_E29,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>:<*>: Link has been severed,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1508,-,1129552512,2005.10.17,R02-M0-N4-C:J04-U11,2005-10-17-05.35.12.825443,R02-M0-N4-C:J04-U11,RAS,KERNEL,INFO,data cache search parity error detected. attempting to correct,BGL_E51,data cache search parity error detected. attempting to correct,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1511,-,1129734520,2005.10.19,R17-M0-N0-I:J18-U01,2005-10-19-08.08.40.058960,R17-M0-N0-I:J18-U01,RAS,KERNEL,INFO,shutdown complete,BGL_E113,shutdown complete,BGL,O O O O O O O O O OID O O O,1,0,0,0,0,0,0,0,0,0
1513,-,1129820611,2005.10.20,R01-M1-NC-I:J18-U01,2005-10-20-08.03.31.975086,R01-M1-NC-I:J18-U01,RAS,APP,FATAL,"ciod: Error loading /bgl/apps/followup/RAPTOR/new.raptor.trace: invalid or missing program image, Exec format error",BGL_E25,"ciod: Error loading <*>: invalid or missing program image, Exec format error",BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1515,-,1129897177,2005.10.21,R07-M1-N0-C:J17-U01,2005-10-21-05.19.37.093437,R07-M1-N0-C:J17-U01,RAS,KERNEL,INFO,total of 1 ddr error(s) detected and corrected,BGL_E118,total of <*> ddr error(s) detected and corrected,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1518,-,1130255740,2005.10.25,R11-M1-N2-C:J09-U11,2005-10-25-08.55.40.146416,R11-M1-N2-C:J09-U11,RAS,KERNEL,INFO,critical input interrupt (unit=0x0b bit=0x0b): warning for torus z- wire,BGL_E45,critical input interrupt (unit=<*> bit=<*>): warning for torus z- wire,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1519,-,1130479310,2005.10.27,R55-M0-N9-C:J06-U11,2005-10-27-23.01.50.720520,R55-M0-N9-C:J06-U11,RAS,KERNEL,INFO,16 tree receiver 2 in re-synch state event(s) (dcr 0x019a) detected,BGL_E13,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1720,-,1131525612,2005.11.09,R62-M0-N4-C:J13-U01,2005-11-09-00.40.12.350846,R62-M0-N4-C:J13-U01,RAS,KERNEL,FATAL,program interrupt: privileged instruction...0,BGL_E103,program interrupt: privileged instruction...<*>,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1733,-,1131601567,2005.11.09,R51-M1-N4-C:J07-U01,2005-11-09-21.46.07.597381,R51-M1-N4-C:J07-U01,RAS,KERNEL,INFO,5 torus receiver z+ input pipe error(s) (dcr 0x02f0) detected and corrected,BGL_E10,<*> torus receiver z+ input pipe error(s) (dcr <*>) detected and corrected,BGL,O O O O O O O O O O OID O OID,2,0,0,0,0,0,0,0,0,0
1735,-,1131624435,2005.11.10,R22-M1-N1-C:J17-U11,2005-11-10-04.07.15.804295,R22-M1-N1-C:J17-U11,RAS,KERNEL,INFO,3 L3 EDRAM error(s) (dcr 0x0157) detected and corrected,BGL_E5,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected,BGL,O O O O O O O O O OBA O O O O O O TDA O O O O O O O TDA O O O O O O O O,0,0,0,0,0,2,0,1,0,0
1743,-,1131692649,2005.11.10,R63-M0-N3-C:J14-U11,2005-11-10-23.04.09.760063,R63-M0-N3-C:J14-U11,RAS,KERNEL,INFO,iar 00106298 dear 02f7a18c,BGL_E70,iar <*> dear <*>,BGL,O O O O O O O O O OBA O O O O O O TDA O O O O O O O TDA O O O O O O O O,0,0,0,0,0,2,0,1,0,0
1744,-,1131693152,2005.11.10,R63-M0-N5-C:J12-U01,2005-11-10-23.12.32.269153,R63-M0-N5-C:J12-U01,RAS,KERNEL,INFO,488205 floating point alignment exceptions,BGL_E4,<*> floating point alignment exceptions,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1746,-,1131720323,2005.11.11,R02-M1-N4-C:J06-U01,2005-11-11-06.45.23.635450,R02-M1-N4-C:J06-U01,RAS,KERNEL,INFO,"1 ddr errors(s) detected and corrected on rank 0, symbol 8, bit 7",BGL_E2,"<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>",BGL,O O O O O O O O O TDA O O O O O O O O OBA O TDA O O O O O O O O O O O O O,0,0,0,0,0,2,0,1,0,0
1757,KERNTERM,1132111168,2005.11.15,R57-M0-NA-C:J13-U11,2005-11-15-19.19.28.379713,R57-M0-NA-C:J13-U11,RAS,KERNEL,FATAL,rts: kernel terminated for reason 1004,BGL_E111,rts: kernel terminated for reason <*>,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1758,KERNREC,1132111278,2005.11.15,R57-M0-N8-C:J12-U01,2005-11-15-19.21.18.471861,R57-M0-N8-C:J12-U01,RAS,KERNEL,FATAL,"Error receiving packet on tree network, expecting type 57 instead of type 3 (softheader=009756d5 8bfa0003 00000002 00000000) PSR0=20021f01 PSR1=00000000 PRXF=00000002 PIXF=00000007",BGL_E60,"Error receiving packet on tree network, expecting type <*> instead of type <*> (softheader=<*> <*> <*> <*>) PSR0=<*> PSR1=<*> PRXF=<*> PIXF=<*>",BGL,O O O O O O O O O O O O O O O O O O LOI O O O,0,1,0,0,0,0,0,0,0,0
1761,-,1132236972,2005.11.17,R72-M1-N6-C:J04-U01,2005-11-17-06.16.12.504899,R72-M1-N6-C:J04-U01,RAS,KERNEL,INFO,26741629 torus sender z- retransmission error(s) (dcr 0x02f9) detected and corrected over 268 seconds,BGL_E11,<*> torus sender z- retransmission error(s) (dcr <*>) detected and corrected over <*> seconds,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1776,-,1132586451,2005.11.21,R26-M0-N0-I:J18-U11,2005-11-21-07.20.51.661738,R26-M0-N0-I:J18-U11,RAS,KERNEL,INFO,MACHINE CHECK DCR read timeout (mc=e08x iar 0x00000000 lr 0xc00045a4),BGL_E82,MACHINE CHECK DCR read timeout (mc=<*> iar <*> lr <*>),BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1784,APPTO,1132613223,2005.11.21,R16-M1-NC-I:J18-U11,2005-11-21-14.47.03.703578,R16-M1-NC-I:J18-U11,RAS,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41060, Connection timed out",BGL_E31,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection timed out",BGL,O O O O O O O O O O O O O,0,0,0,0,0,0,0,0,0,0
1785,APPRES,1132613769,2005.11.21,R66-M1-N8-I:J18-U01,2005-11-21-14.56.09.042983,R66-M1-N8-I:J18-U01,RAS,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:41587, Connection reset by peer",BGL_E30,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Connection reset by peer",BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1787,-,1132841276,2005.11.24,R03-M1-NF-C:J07-U01,2005-11-24-06.07.56.407913,R03-M1-NF-C:J07-U01,RAS,KERNEL,FATAL,dbcr0=0x00000000 dbsr=0x00000000 ccr0=0x40002000,BGL_E56,dbcr0=<*> dbsr=<*> ccr0=<*>,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1796,-,1133051996,2005.11.26,R03-M1-NF-C:J07-U01,2005-11-26-16.39.56.330868,R03-M1-NF-C:J07-U01,RAS,KERNEL,FATAL,r24=0x0ffea4c8 r25=0x00000003 r26=0x0000000f r27=0xffffd000,BGL_E106,r24=<*> r25=<*> r26=<*> r27=<*>,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1802,-,1133310116,2005.11.29,R67-M1-N7,2005-11-29-16.21.56.855025,R67-M1-N7,,DISCOVERY,INFO,"Node card VPD check: U01 node in processor card slot J05 do not match. VPD ecid 04D37DF2DE7BFFFF0D081AF0DAD2, found 04DD80740E2FFFFF0A0C19D0CEBD",BGL_E93,"Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>",BGL,O O O O O O O O O OID O O O,1,0,0,0,0,0,0,0,0,0
1803,-,1133317778,2005.11.29,R01-M1-NC-I:J18-U01,2005-11-29-18.29.38.531250,R01-M1-NC-I:J18-U01,RAS,KERNEL,INFO,"ciod: Received signal 15, code=0, errno=0, address=0x000001f5",BGL_E41,"ciod: Received signal <*>, code=<*>, errno=<*>, address=<*>",BGL,O O O O O O O O O OID O O O O,1,0,0,0,0,0,0,0,0,0
1806,-,1133409779,2005.11.30,R13-M1-NC-I:J18-U01,2005-11-30-20.02.59.033978,R13-M1-NC-I:J18-U01,RAS,APP,FATAL,ciod: LOGIN chdir(/g/g0/spelce1/Linpack_SWL) failed: No such file or directory,BGL_E37,ciod: LOGIN chdir(<*>) failed: No such file or directory,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1927,-,1133455660,2005.12.01,R24-M0-N9-C:J10-U11,2005-12-01-08.47.40.003136,R24-M0-N9-C:J10-U11,RAS,KERNEL,INFO,0 microseconds spent in the rbs signal handler during 0 calls. 0 microseconds was the maximum time for a single instance of a correctable ddr.,BGL_E7,<*> microseconds spent in the rbs signal handler during <*> calls. <*> microseconds was the maximum time for a single instance of a correctable ddr.,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1929,-,1133458363,2005.12.01,R00-M0-N8-C:J17-U01,2005-12-01-09.32.43.947020,R00-M0-N8-C:J17-U01,RAS,KERNEL,INFO,"720 total interrupts. 0 critical input interrupts. 0 microseconds total spent on critical input interrupts, 0 microseconds max time in a critical input interrupt.",BGL_E12,"<*> total interrupts. <*> critical input interrupts. <*> microseconds total spent on critical input interrupts, <*> microseconds max time in a critical input interrupt.",BGL,O O O O O O O O O OID O O O O,1,0,0,0,0,0,0,0,0,0
1934,-,1133630999,2005.12.03,R10-M1-N2,2005-12-03-09.29.59.645290,R10-M1-N2,,HARDWARE,WARNING,"PrepareForService shutting down Node card(mLctn(R10-M1-N2), mCardSernum(203231503833343000000000594c31304b34323934303257), mLp(FF:F2:9F:16:E0:DA:00:0D:60:E9:1F:25), mIp(10.1.1.164), mType(4)) as part of Service Action 648",BGL_E95,"PrepareForService shutting down Node card(mLctn(<*>), mCardSernum(<*>), mLp(<*>), mIp(<*>), mType(<*>)) as part of Service Action <*>",BGL,O O O O O O O O O O O OBA O O O O LOI,0,1,0,0,0,0,0,1,0,0
1936,-,1133646587,2005.12.03,R55-M0-N9-C:J06-U11,2005-12-03-13.49.47.382429,R55-M0-N9-C:J06-U11,RAS,KERNEL,INFO,1 tree receiver 1 in re-synch state event(s) (dcr 0x0185) detected over 244 seconds,BGL_E14,<*> tree receiver <*> in re-synch state event(s) (dcr <*>) detected over <*> seconds,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1944,-,1133715641,2005.12.04,R23-M0-NC-C:J05-U01,2005-12-04-09.00.41.990496,R23-M0-NC-C:J05-U01,RAS,KERNEL,INFO,"CE sym 29, at 0x0ea9fd60, mask 0x40",BGL_E18,"CE sym <*>, at <*>, mask <*>",BGL,O O O O O O O O O OBA O O O O O O TDA O O O O O O O TDA O O O O O O O O,0,0,0,0,0,2,0,1,0,0
1946,-,1133721087,2005.12.04,R71-M0-N4-C:J14-U01,2005-12-04-10.31.27.742650,R71-M0-N4-C:J14-U01,RAS,KERNEL,FATAL,minus normalized number..................0,BGL_E87,minus normalized number..................<*>,BGL,O O O O O O O O O O O OID O OID O OID,3,0,0,0,0,0,0,0,0,0
1947,KERNMNTF,1133726737,2005.12.04,R46-M0-N8-I:J18-U11,2005-12-04-12.05.37.993474,R46-M0-N8-I:J18-U11,RAS,KERNEL,FATAL,Lustre mount FAILED : bglio617 : block_id : location,BGL_E80,Lustre mount FAILED : <*> : block_id : location,BGL,O O O O O O O O O O O O O OID,1,0,0,0,0,0,0,0,0,0
1948,-,1133835041,2005.12.05,R52-M1-NA-C:J03-U01,2005-12-05-18.10.41.610617,R52-M1-NA-C:J03-U01,RAS,KERNEL,FATAL,fraction rounded.........................0,BGL_E66,fraction rounded.........................<*>,BGL,O O O O O O O O O O OID O OID,2,0,0,0,0,0,0,0,0,0
1949,-,1133892304,2005.12.06,R12-M0-NC,2005-12-06-10.05.04.300635,R12-M0-NC,,DISCOVERY,WARNING,Node card is not fully functional,BGL_E90,Node card is not fully functional,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1950,-,1133913870,2005.12.06,R01-M0-N0-C:J04-U01,2005-12-06-16.04.30.188673,R01-M0-N0-C:J04-U01,RAS,KERNEL,INFO,"critical input interrupt (unit=0x0b bit=0x17): warning for tree C1 wire, suppressing further interrupts of same type",BGL_E47,"critical input interrupt (unit=<*> bit=<*>): warning for tree C1 wire, suppressing further interrupts of same type",BGL,O O O O O O O O O OID O O O O,1,0,0,0,0,0,0,0,0,0
1951,-,1133919747,2005.12.06,R03-M0-N7-C:J07-U01,2005-12-06-17.42.27.383145,R03-M0-N7-C:J07-U01,RAS,KERNEL,FATAL,size of scratchpad portion of L3.........0 (0M),BGL_E114,size of scratchpad portion of L3.........<*> (<*>),BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1959,-,1133928743,2005.12.06,R36-M0-NE-C:J13-U01,2005-12-06-20.12.23.534341,R36-M0-NE-C:J13-U01,RAS,KERNEL,INFO,"Kernel detected 3486044 integer alignment exceptions (3486037) iar 0x00544ea8, dear 0x01ef7c60 (3486038) iar 0x00544eb8, dear 0x01ef7c80 (3486039) iar 0x00544ea8, dear 0x01ef7ca0 (3486040) iar 0x00544eb8, dear 0x01ef7cc0 (3486041) iar 0x00544ee0, dear 0x01ef7ce0 (3486042) iar 0x00544ef0, dear 0x01ef7d00 (3486043) iar 0x00544ee0, dear 0x01ef7d20 (3486044) iar 0x00544ef0, dear 0x01ef7d40",BGL_E78,"Kernel detected <*> integer alignment exceptions (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*> (<*>) iar <*>, dear <*>",BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1971,-,1134161388,2005.12.09,R07-M0-N8-I:J18-U11,2005-12-09-12.49.48.361835,R07-M0-N8-I:J18-U11,RAS,APP,FATAL,"ciod: Error loading /bgl/apps/SWL/stability/HPL/WORK/1501./hpl_DD: invalid or missing program image, No such file or directory",BGL_E28,"ciod: Error loading <*>: invalid or missing program image, No such file or directory",BGL,O O O O O O O O O O O O O O OID,1,0,0,0,0,0,0,0,0,0
1973,APPOUT,1134357549,2005.12.11,R63-M1-N0-I:J18-U11,2005-12-11-19.19.09.737509,R63-M1-N0-I:J18-U11,RAS,APP,FATAL,ciod: LOGIN chdir(/p/gb1/stella/RAPTOR/2183) failed: Input/output error,BGL_E36,ciod: LOGIN chdir(<*>) failed: Input/output error,BGL,O O O O O O O O O O OID O OID,2,0,0,0,0,0,0,0,0,0
1977,-,1134599601,2005.12.14,R76-M1-N0-I:J18-U01,2005-12-14-14.33.21.188706,R76-M1-N0-I:J18-U01,RAS,APP,FATAL,"ciod: Error loading /g/g0/spelce1/Tuned/SPaSM-base/rundir/SPaSM.baseline: invalid or missing program image, Permission denied",BGL_E26,"ciod: Error loading <*>: invalid or missing program image, Permission denied",BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1978,-,1134601394,2005.12.14,R42-M1-N2-C:J03-U11,2005-12-14-15.03.14.212440,R42-M1-N2-C:J03-U11,RAS,KERNEL,INFO,"critical input interrupt (unit=0x0b bit=0x0a): warning for torus z+ wire, suppressing further interrupts of same type",BGL_E46,"critical input interrupt (unit=<*> bit=<*>): warning for torus z+ wire, suppressing further interrupts of same type",BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1980,-,1134626183,2005.12.14,R74-M1-N0-C:J12-U01,2005-12-14-21.56.23.782819,R74-M1-N0-C:J12-U01,RAS,KERNEL,INFO,"5 ddr error(s) detected and corrected on rank 0, symbol 28 over 2946 seconds",BGL_E1,"<*> ddr error(s) detected and corrected on rank <*>, symbol <*> over <*> seconds",BGL,O O O O O O O O O O O LOI,0,1,0,0,0,0,0,0,0,0
1982,APPSEV,1134631019,2005.12.14,R32-M0-NC-I:J18-U01,2005-12-14-23.16.59.947676,R32-M0-NC-I:J18-U01,RAS,APP,FATAL,"ciod: Error reading message prefix on CioStream socket to 172.16.96.116:50288, Link has been severed",BGL_E32,"ciod: Error reading message prefix on CioStream socket to <*>:<*>, Link has been severed",BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1985,-,1134929456,2005.12.18,R30-M1-N3-C:J13-U01,2005-12-18-10.10.56.366499,R30-M1-N3-C:J13-U01,RAS,KERNEL,INFO,2 L3 EDRAM error(s) (dcr 0x0157) detected and corrected over 282 seconds,BGL_E6,<*> L3 EDRAM error(s) (dcr <*>) detected and corrected over <*> seconds,BGL,O O O O O O O O O O OID O OID,2,0,0,0,0,0,0,0,0,0
1986,-,1134954903,2005.12.18,R13-M1-N1-C:J03-U01,2005-12-18-17.15.03.147145,R13-M1-N1-C:J03-U01,RAS,KERNEL,INFO,total of 3 ddr error(s) detected and corrected over 8732 seconds,BGL_E119,total of <*> ddr error(s) detected and corrected over <*> seconds,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1987,-,1135050698,2005.12.19,R77-M1-NC-I:J18-U01,2005-12-19-19.51.38.151363,R77-M1-NC-I:J18-U01,RAS,KERNEL,INFO,ciod: pollControlDescriptors: Detected the debugger died.,BGL_E40,ciod: pollControlDescriptors: Detected the debugger died.,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1989,-,1135178837,2005.12.21,R62-M0-N4-I:J18-U01,2005-12-21-07.27.17.749308,R62-M0-N4-I:J18-U01,RAS,APP,FATAL,"ciod: Error loading /g/g24/buber/Yunsic/BlueGene/partad.develf/taddriver.32.exe: program image too big, 361544528 > 266076160",BGL_E27,"ciod: Error loading <*>: program image too big, <*> > <*>",BGL,O O O O O O O O O O O O O O OID O OID O OID,3,0,0,0,0,0,0,0,0,0
1990,-,1135579635,2005.12.25,R62-M1-NA-C:J04-U01,2005-12-25-22.47.15.963417,R62-M1-NA-C:J04-U01,RAS,KERNEL,FATAL,fpr29=0xffffffff ffffffff ffffffff ffffffff,BGL_E65,fpr29=<*>,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
1991,-,1135602839,2005.12.26,R61-M0-N3-C:J11-U11,2005-12-26-05.13.59.265193,R61-M0-N3-C:J11-U11,RAS,KERNEL,FATAL,Machine State Register: 0x0002f900,BGL_E86,Machine State Register: <*>,BGL,O O O O O O O O O O O OID,1,0,0,0,0,0,0,0,0,0
1999,-,1135675498,2005.12.27,R37-M1-NC-C:J02-U11,2005-12-27-01.24.58.711345,R37-M1-NC-C:J02-U11,RAS,KERNEL,INFO,instruction cache parity error corrected,BGL_E77,instruction cache parity error corrected,BGL,O O O O O O O O O O O LOI,0,1,0,0,0,0,0,0,0,0
2000,-,1136301189,2006.01.03,R07-M0-N0-I:J18-U11,2006-01-03-07.13.09.127918,R07-M0-N0-I:J18-U11,RAS,KERNEL,INFO,ciod: generated 128 core files for program /g/g24/germann2/SPaSM_mini/MEAM/r13,BGL_E34,ciod: generated <*> core files for program <*>,BGL,O O O O O O O O O O OBA,0,0,0,0,0,0,0,1,0,0
